,Airline,Journey_date,From,Destination,Dep_Time,Arrival_Time,Total_Stops,Duration,Price
5608,IndiGo,09/01/2023,Bengaluru,New Delhi,22:00,01:00,Non stop,03 h,"₹ 5,449"
5609,AirAsia,09/01/2023,Bengaluru,New Delhi,06:50,22:15,1 stop via Lucknow,15 h 25 m,"₹ 5,482"
5610,AirAsia,09/01/2023,Bengaluru,New Delhi,18:45,00:35,1 stop via Lucknow,05 h 50 m,"₹ 5,482"
5611,Vistara,09/01/2023,Bengaluru,New Delhi,21:10,23:45,Non stop,02 h 35 m,"₹ 5,500"
5612,SpiceJet,09/01/2023,Bengaluru,New Delhi,18:30,21:15,Non stop,02 h 45 m,"₹ 5,638"
5613,Akasa Air,09/01/2023,Bengaluru,New Delhi,15:40,18:25,Non stop,02 h 45 m,"₹ 5,656"
5614,AirAsia,09/01/2023,Bengaluru,New Delhi,15:00,20:45,1 stop via Visakhapatnam,05 h 45 m,"₹ 5,657"
5615,AirAsia,09/01/2023,Bengaluru,New Delhi,17:55,20:45,Non stop,02 h 50 m,"₹ 5,685"
5616,Go First,09/01/2023,Bengaluru,New Delhi,21:25,00:10,Non stop,02 h 45 m,"₹ 6,002"
5617,AirAsia,09/01/2023,Bengaluru,New Delhi,22:40,01:25,Non stop,02 h 45 m,"₹ 6,058"
5618,IndiGo,09/01/2023,Bengaluru,New Delhi,08:45,15:25,1 stop via Jaipur,06 h 40 m,"₹ 6,400"
5619,IndiGo,09/01/2023,Bengaluru,New Delhi,20:40,23:35,Non stop,02 h 55 m,"₹ 6,499"
5620,SpiceJet,09/01/2023,Bengaluru,New Delhi,05:55,08:35,Non stop,02 h 40 m,"₹ 6,576"
5621,AirAsia,09/01/2023,Bengaluru,New Delhi,06:05,08:55,Non stop,02 h 50 m,"₹ 6,603"
5622,Vistara,09/01/2023,Bengaluru,New Delhi,18:45,21:25,Non stop,02 h 40 m,"₹ 6,603"
5623,AirAsia,09/01/2023,Bengaluru,New Delhi,19:50,22:50,Non stop,03 h,"₹ 6,603"
5624,Air India,09/01/2023,Bengaluru,New Delhi,21:00,00:10,Non stop,03 h 10 m,"₹ 6,603"
5625,IndiGo,09/01/2023,Bengaluru,New Delhi,18:00,20:50,Non stop,02 h 50 m,"₹ 6,617"
5626,IndiGo,09/01/2023,Bengaluru,New Delhi,19:15,22:10,Non stop,02 h 55 m,"₹ 6,617"
5627,Go First,09/01/2023,Bengaluru,New Delhi,16:40,21:50,1 stop via Pune,05 h 10 m,"₹ 6,763"
5628,IndiGo,09/01/2023,Bengaluru,New Delhi,05:35,08:25,Non stop,02 h 50 m,"₹ 7,037"
5629,AirAsia,09/01/2023,Bengaluru,New Delhi,03:30,08:55,1 stop via Pune,05 h 25 m,"₹ 7,142"
5630,AirAsia,09/01/2023,Bengaluru,New Delhi,11:30,14:20,Non stop,02 h 50 m,"₹ 7,212"
5631,IndiGo,09/01/2023,Bengaluru,New Delhi,15:25,18:25,Non stop,03 h,"₹ 7,339"
5632,Air India,09/01/2023,Bengaluru,New Delhi,05:45,08:45,Non stop,03 h,"₹ 7,443"
5633,Air India,09/01/2023,Bengaluru,New Delhi,11:45,14:45,Non stop,03 h,"₹ 7,443"
5634,Air India,09/01/2023,Bengaluru,New Delhi,17:10,20:00,Non stop,02 h 50 m,"₹ 7,443"
5635,Vistara,09/01/2023,Bengaluru,New Delhi,19:40,22:20,Non stop,02 h 40 m,"₹ 7,443"
5636,IndiGo,09/01/2023,Bengaluru,New Delhi,04:25,07:15,Non stop,02 h 50 m,"₹ 7,457"
5637,IndiGo,09/01/2023,Bengaluru,New Delhi,16:50,19:45,Non stop,02 h 55 m,"₹ 7,457"
5638,Go First,09/01/2023,Bengaluru,New Delhi,06:20,09:00,Non stop,02 h 40 m,"₹ 7,701"
5639,IndiGo,09/01/2023,Bengaluru,New Delhi,12:00,14:50,Non stop,02 h 50 m,"₹ 7,818"
5640,Go First,09/01/2023,Bengaluru,New Delhi,18:50,01:05,1 stop via Mumbai,06 h 15 m,"₹ 7,913"
5641,IndiGo,09/01/2023,Bengaluru,New Delhi,07:00,09:50,Non stop,02 h 50 m,"₹ 8,179"
5642,IndiGo,09/01/2023,Bengaluru,New Delhi,13:45,16:45,Non stop,03 h,"₹ 8,297"
5643,Air India,09/01/2023,Bengaluru,New Delhi,13:15,15:55,Non stop,02 h 40 m,"₹ 8,493"
5644,Air India,09/01/2023,Bengaluru,New Delhi,19:20,22:20,Non stop,03 h,"₹ 8,493"
5645,IndiGo,09/01/2023,Bengaluru,New Delhi,08:00,10:55,Non stop,02 h 55 m,"₹ 9,662"
5646,Air India,09/01/2023,Bengaluru,New Delhi,10:00,12:50,Non stop,02 h 50 m,"₹ 10,593"
5647,Vistara,09/01/2023,Bengaluru,New Delhi,11:30,14:10,Non stop,02 h 40 m,"₹ 10,593"
5648,Air India,09/01/2023,Bengaluru,New Delhi,15:00,18:00,Non stop,03 h,"₹ 10,593"
5649,Vistara,09/01/2023,Bengaluru,New Delhi,17:50,20:30,Non stop,02 h 40 m,"₹ 10,593"
5650,IndiGo,09/01/2023,Bengaluru,New Delhi,09:50,12:40,Non stop,02 h 50 m,"₹ 11,237"
5651,IndiGo,10/01/2023,Bengaluru,New Delhi,23:20,02:10,Non stop,02 h 50 m,"₹ 5,182"
5652,SpiceJet,10/01/2023,Bengaluru,New Delhi,05:55,08:35,Non stop,02 h 40 m,"₹ 5,235"
5653,SpiceJet,10/01/2023,Bengaluru,New Delhi,23:00,01:45,Non stop,02 h 45 m,"₹ 5,235"
5654,AirAsia,10/01/2023,Bengaluru,New Delhi,17:55,20:45,Non stop,02 h 50 m,"₹ 5,236"
5655,AirAsia,10/01/2023,Bengaluru,New Delhi,19:50,22:50,Non stop,03 h,"₹ 5,236"
5656,IndiGo,10/01/2023,Bengaluru,New Delhi,22:00,01:00,Non stop,03 h,"₹ 5,236"
5657,AirAsia,10/01/2023,Bengaluru,New Delhi,22:40,01:25,Non stop,02 h 45 m,"₹ 5,236"
5658,Akasa Air,10/01/2023,Bengaluru,New Delhi,15:40,18:25,Non stop,02 h 45 m,"₹ 5,326"
5659,IndiGo,10/01/2023,Bengaluru,New Delhi,18:00,20:50,Non stop,02 h 50 m,"₹ 5,354"
5660,IndiGo,10/01/2023,Bengaluru,New Delhi,20:40,23:35,Non stop,02 h 55 m,"₹ 5,449"
5661,AirAsia,10/01/2023,Bengaluru,New Delhi,18:45,00:35,1 stop via Lucknow,05 h 50 m,"₹ 5,482"
5662,Go First,10/01/2023,Bengaluru,New Delhi,21:25,00:10,Non stop,02 h 45 m,"₹ 5,502"
5663,SpiceJet,10/01/2023,Bengaluru,New Delhi,17:20,19:30,Non stop,02 h 10 m,"₹ 5,635"
5664,SpiceJet,10/01/2023,Bengaluru,New Delhi,18:30,21:15,Non stop,02 h 45 m,"₹ 5,635"
5665,AirAsia,10/01/2023,Bengaluru,New Delhi,15:00,20:45,1 stop via Visakhapatnam,05 h 45 m,"₹ 5,657"
5666,Go First,10/01/2023,Bengaluru,New Delhi,06:20,09:00,Non stop,02 h 40 m,"₹ 6,002"
5667,AirAsia,10/01/2023,Bengaluru,New Delhi,03:30,08:55,1 stop via Pune,05 h 25 m,"₹ 6,400"
5668,IndiGo,10/01/2023,Bengaluru,New Delhi,07:00,09:50,Non stop,02 h 50 m,"₹ 6,499"
5669,AirAsia,10/01/2023,Bengaluru,New Delhi,06:05,08:55,Non stop,02 h 50 m,"₹ 6,603"
5670,Air India,10/01/2023,Bengaluru,New Delhi,15:00,18:00,Non stop,03 h,"₹ 6,603"
5671,Vistara,10/01/2023,Bengaluru,New Delhi,18:45,21:25,Non stop,02 h 40 m,"₹ 6,603"
5672,Air India,10/01/2023,Bengaluru,New Delhi,19:20,22:20,Non stop,03 h,"₹ 6,603"
5673,Air India,10/01/2023,Bengaluru,New Delhi,21:00,00:10,Non stop,03 h 10 m,"₹ 6,603"
5674,IndiGo,10/01/2023,Bengaluru,New Delhi,04:25,07:15,Non stop,02 h 50 m,"₹ 6,617"
5675,IndiGo,10/01/2023,Bengaluru,New Delhi,05:35,08:25,Non stop,02 h 50 m,"₹ 6,617"
5676,IndiGo,10/01/2023,Bengaluru,New Delhi,19:15,22:10,Non stop,02 h 55 m,"₹ 6,617"
5677,IndiGo,10/01/2023,Bengaluru,New Delhi,00:30,07:20,1 stop via Pune,06 h 50 m,"₹ 6,830"
5678,Air India,10/01/2023,Bengaluru,New Delhi,05:45,08:45,Non stop,03 h,"₹ 7,443"
5679,IndiGo,10/01/2023,Bengaluru,New Delhi,16:50,19:45,Non stop,02 h 55 m,"₹ 7,457"
5680,AirAsia,10/01/2023,Bengaluru,New Delhi,11:30,14:20,Non stop,02 h 50 m,"₹ 7,700"
5681,IndiGo,10/01/2023,Bengaluru,New Delhi,15:25,18:25,Non stop,03 h,"₹ 7,700"
5682,IndiGo,10/01/2023,Bengaluru,New Delhi,12:00,14:50,Non stop,02 h 50 m,"₹ 7,818"
5683,IndiGo,10/01/2023,Bengaluru,New Delhi,13:45,16:45,Non stop,03 h,"₹ 7,818"
5684,Go First,10/01/2023,Bengaluru,New Delhi,18:50,01:05,1 stop via Mumbai,06 h 15 m,"₹ 8,215"
5685,IndiGo,10/01/2023,Bengaluru,New Delhi,08:00,10:55,Non stop,02 h 55 m,"₹ 8,297"
5686,Vistara,10/01/2023,Bengaluru,New Delhi,08:00,10:35,Non stop,02 h 35 m,"₹ 8,493"
5687,Air India,10/01/2023,Bengaluru,New Delhi,17:00,19:45,Non stop,02 h 45 m,"₹ 8,493"
5688,Vistara,10/01/2023,Bengaluru,New Delhi,19:40,22:20,Non stop,02 h 40 m,"₹ 8,493"
5689,Air India,10/01/2023,Bengaluru,New Delhi,14:00,19:50,1 stop via Chennai,05 h 50 m,"₹ 8,493"
5690,Go First,10/01/2023,Bengaluru,New Delhi,15:50,20:20,1 stop via Goa,04 h 30 m,"₹ 9,627"
5691,Vistara,10/01/2023,Bengaluru,New Delhi,07:00,09:40,Non stop,02 h 40 m,"₹ 10,593"
5692,Vistara,10/01/2023,Bengaluru,New Delhi,11:30,14:10,Non stop,02 h 40 m,"₹ 10,593"
5693,Air India,10/01/2023,Bengaluru,New Delhi,11:45,14:45,Non stop,03 h,"₹ 10,593"
5694,Vistara,10/01/2023,Bengaluru,New Delhi,17:50,20:30,Non stop,02 h 40 m,"₹ 10,593"
5695,Vistara,10/01/2023,Bengaluru,New Delhi,21:10,23:45,Non stop,02 h 35 m,"₹ 10,593"
5696,"Alliance Air, Vistara",10/01/2023,Bengaluru,New Delhi,09:20,16:00,1 stop via Hyderabad,06 h 40 m,"₹ 12,267"
5697,"Star Air, Air India",10/01/2023,Bengaluru,New Delhi,07:05,12:30,1 stop via Hyderabad,05 h 25 m,"₹ 12,268"
5698,Vistara,10/01/2023,Bengaluru,New Delhi,09:45,12:40,Non stop,02 h 55 m,"₹ 13,218"
5699,Air India,10/01/2023,Bengaluru,New Delhi,10:00,12:50,Non stop,02 h 50 m,"₹ 18,604"
5700,IndiGo,11/01/2023,Bengaluru,New Delhi,23:20,02:10,Non stop,02 h 50 m,"₹ 5,182"
5701,AirAsia,11/01/2023,Bengaluru,New Delhi,19:50,22:50,Non stop,03 h,"₹ 5,236"
5702,AirAsia,11/01/2023,Bengaluru,New Delhi,22:40,01:25,Non stop,02 h 45 m,"₹ 5,236"
5703,IndiGo,11/01/2023,Bengaluru,New Delhi,05:35,08:25,Non stop,02 h 50 m,"₹ 5,354"
5704,IndiGo,11/01/2023,Bengaluru,New Delhi,20:40,23:35,Non stop,02 h 55 m,"₹ 5,449"
5705,IndiGo,11/01/2023,Bengaluru,New Delhi,22:00,01:00,Non stop,03 h,"₹ 5,449"
5706,AirAsia,11/01/2023,Bengaluru,New Delhi,18:45,00:35,1 stop via Lucknow,05 h 50 m,"₹ 5,482"
5707,IndiGo,11/01/2023,Bengaluru,New Delhi,04:25,07:15,Non stop,02 h 50 m,"₹ 5,567"
5708,SpiceJet,11/01/2023,Bengaluru,New Delhi,05:55,08:35,Non stop,02 h 40 m,"₹ 5,635"
5709,AirAsia,11/01/2023,Bengaluru,New Delhi,08:50,20:45,1 stop via Visakhapatnam,11 h 55 m,"₹ 5,657"
5710,Akasa Air,11/01/2023,Bengaluru,New Delhi,15:40,18:25,Non stop,02 h 45 m,"₹ 5,756"
5711,IndiGo,11/01/2023,Bengaluru,New Delhi,18:00,20:50,Non stop,02 h 50 m,"₹ 5,777"
5712,AirAsia,11/01/2023,Bengaluru,New Delhi,06:05,08:55,Non stop,02 h 50 m,"₹ 6,058"
5713,SpiceJet,11/01/2023,Bengaluru,New Delhi,19:30,22:15,Non stop,02 h 45 m,"₹ 6,156"
5714,IndiGo,11/01/2023,Bengaluru,New Delhi,05:15,11:10,1 stop via Pune,05 h 55 m,"₹ 6,400"
5715,IndiGo,11/01/2023,Bengaluru,New Delhi,07:00,09:50,Non stop,02 h 50 m,"₹ 6,499"
5716,AirAsia,11/01/2023,Bengaluru,New Delhi,17:55,20:45,Non stop,02 h 50 m,"₹ 6,603"
5717,Air India,11/01/2023,Bengaluru,New Delhi,21:00,00:10,Non stop,03 h 10 m,"₹ 6,603"
5718,IndiGo,11/01/2023,Bengaluru,New Delhi,00:30,07:20,1 stop via Pune,06 h 50 m,"₹ 6,830"
5719,IndiGo,11/01/2023,Bengaluru,New Delhi,15:25,18:25,Non stop,03 h,"₹ 6,919"
5720,IndiGo,11/01/2023,Bengaluru,New Delhi,16:50,19:45,Non stop,02 h 55 m,"₹ 7,037"
5721,IndiGo,11/01/2023,Bengaluru,New Delhi,19:15,22:10,Non stop,02 h 55 m,"₹ 7,037"
5722,IndiGo,11/01/2023,Bengaluru,New Delhi,15:15,20:15,1 stop via Jaipur,05 h,"₹ 7,141"
5723,Air India,11/01/2023,Bengaluru,New Delhi,15:00,18:00,Non stop,03 h,"₹ 7,443"
5724,Air India,11/01/2023,Bengaluru,New Delhi,19:20,22:20,Non stop,03 h,"₹ 7,443"
5725,IndiGo,11/01/2023,Bengaluru,New Delhi,13:45,16:45,Non stop,03 h,"₹ 7,457"
5726,AirAsia,11/01/2023,Bengaluru,New Delhi,11:30,14:20,Non stop,02 h 50 m,"₹ 7,700"
5727,Go First,11/01/2023,Bengaluru,New Delhi,21:25,00:10,Non stop,02 h 45 m,"₹ 7,701"
5728,IndiGo,11/01/2023,Bengaluru,New Delhi,08:00,10:55,Non stop,02 h 55 m,"₹ 7,818"
5729,IndiGo,11/01/2023,Bengaluru,New Delhi,12:00,14:50,Non stop,02 h 50 m,"₹ 7,818"
5730,Air India,11/01/2023,Bengaluru,New Delhi,11:45,14:45,Non stop,03 h,"₹ 8,493"
5731,Air India,11/01/2023,Bengaluru,New Delhi,13:15,15:55,Non stop,02 h 40 m,"₹ 8,493"
5732,Air India,11/01/2023,Bengaluru,New Delhi,17:10,20:00,Non stop,02 h 50 m,"₹ 8,493"
5733,Vistara,11/01/2023,Bengaluru,New Delhi,18:45,21:25,Non stop,02 h 40 m,"₹ 8,493"
5734,Vistara,11/01/2023,Bengaluru,New Delhi,19:40,22:20,Non stop,02 h 40 m,"₹ 8,493"
5735,Vistara,11/01/2023,Bengaluru,New Delhi,21:10,23:45,Non stop,02 h 35 m,"₹ 8,493"
5736,Vistara,11/01/2023,Bengaluru,New Delhi,08:00,10:35,Non stop,02 h 35 m,"₹ 10,593"
5737,Vistara,11/01/2023,Bengaluru,New Delhi,09:45,12:40,Non stop,02 h 55 m,"₹ 10,593"
5738,Air India,11/01/2023,Bengaluru,New Delhi,10:00,12:50,Non stop,02 h 50 m,"₹ 10,593"
5739,Vistara,11/01/2023,Bengaluru,New Delhi,11:30,14:10,Non stop,02 h 40 m,"₹ 10,593"
5740,Vistara,11/01/2023,Bengaluru,New Delhi,17:50,20:30,Non stop,02 h 40 m,"₹ 10,593"
5741,Go First,11/01/2023,Bengaluru,New Delhi,06:20,09:00,Non stop,02 h 40 m,"₹ 10,801"
5742,"Alliance Air, Vistara",11/01/2023,Bengaluru,New Delhi,09:20,16:00,1 stop via Hyderabad,06 h 40 m,"₹ 12,267"
5743,Vistara,11/01/2023,Bengaluru,New Delhi,07:00,09:40,Non stop,02 h 40 m,"₹ 13,218"
5744,Air India,11/01/2023,Bengaluru,New Delhi,05:45,08:45,Non stop,03 h,"₹ 15,843"
5745,Akasa Air,12/01/2023,Bengaluru,New Delhi,15:40,18:25,Non stop,02 h 45 m,"₹ 5,496"
5746,IndiGo,12/01/2023,Bengaluru,New Delhi,16:50,19:45,Non stop,02 h 55 m,"₹ 5,567"
5747,IndiGo,12/01/2023,Bengaluru,New Delhi,18:00,20:50,Non stop,02 h 50 m,"₹ 5,567"
5748,IndiGo,12/01/2023,Bengaluru,New Delhi,23:20,02:10,Non stop,02 h 50 m,"₹ 5,567"
5749,SpiceJet,12/01/2023,Bengaluru,New Delhi,17:20,19:30,Non stop,02 h 10 m,"₹ 5,635"
5750,SpiceJet,12/01/2023,Bengaluru,New Delhi,19:30,22:15,Non stop,02 h 45 m,"₹ 5,635"
5751,AirAsia,12/01/2023,Bengaluru,New Delhi,06:50,22:15,1 stop via Lucknow,15 h 25 m,"₹ 5,657"
5752,AirAsia,12/01/2023,Bengaluru,New Delhi,17:55,20:45,Non stop,02 h 50 m,"₹ 5,685"
5753,AirAsia,12/01/2023,Bengaluru,New Delhi,19:50,22:50,Non stop,03 h,"₹ 5,685"
5754,IndiGo,12/01/2023,Bengaluru,New Delhi,20:40,23:35,Non stop,02 h 55 m,"₹ 6,079"
5755,IndiGo,12/01/2023,Bengaluru,New Delhi,22:00,01:00,Non stop,03 h,"₹ 6,079"
5756,SpiceJet,12/01/2023,Bengaluru,New Delhi,05:55,08:35,Non stop,02 h 40 m,"₹ 6,156"
5757,IndiGo,12/01/2023,Bengaluru,New Delhi,05:35,08:25,Non stop,02 h 50 m,"₹ 6,197"
5758,AirAsia,12/01/2023,Bengaluru,New Delhi,12:45,20:05,1 stop via Pune,07 h 20 m,"₹ 6,400"
5759,AirAsia,12/01/2023,Bengaluru,New Delhi,20:55,03:55,1 stop via Pune,07 h,"₹ 6,400"
5760,AirAsia,12/01/2023,Bengaluru,New Delhi,06:05,08:55,Non stop,02 h 50 m,"₹ 6,603"
5761,AirAsia,12/01/2023,Bengaluru,New Delhi,11:30,14:20,Non stop,02 h 50 m,"₹ 6,603"
5762,Air India,12/01/2023,Bengaluru,New Delhi,21:00,00:10,Non stop,03 h 10 m,"₹ 6,603"
5763,AirAsia,12/01/2023,Bengaluru,New Delhi,22:40,01:25,Non stop,02 h 45 m,"₹ 6,603"
5764,IndiGo,12/01/2023,Bengaluru,New Delhi,04:25,07:15,Non stop,02 h 50 m,"₹ 6,617"
5765,IndiGo,12/01/2023,Bengaluru,New Delhi,19:15,22:10,Non stop,02 h 55 m,"₹ 6,617"
5766,IndiGo,12/01/2023,Bengaluru,New Delhi,00:30,07:20,1 stop via Pune,06 h 50 m,"₹ 6,830"
5767,IndiGo,12/01/2023,Bengaluru,New Delhi,07:00,09:50,Non stop,02 h 50 m,"₹ 7,339"
5768,IndiGo,12/01/2023,Bengaluru,New Delhi,15:25,18:25,Non stop,03 h,"₹ 7,339"
5769,Air India,12/01/2023,Bengaluru,New Delhi,05:45,08:45,Non stop,03 h,"₹ 7,443"
5770,Vistara,12/01/2023,Bengaluru,New Delhi,07:00,09:40,Non stop,02 h 40 m,"₹ 7,443"
5771,Vistara,12/01/2023,Bengaluru,New Delhi,09:45,12:40,Non stop,02 h 55 m,"₹ 7,443"
5772,Air India,12/01/2023,Bengaluru,New Delhi,10:00,12:50,Non stop,02 h 50 m,"₹ 7,443"
5773,Air India,12/01/2023,Bengaluru,New Delhi,11:45,14:45,Non stop,03 h,"₹ 7,443"
5774,Air India,12/01/2023,Bengaluru,New Delhi,13:15,15:55,Non stop,02 h 40 m,"₹ 7,443"
5775,Air India,12/01/2023,Bengaluru,New Delhi,15:00,18:00,Non stop,03 h,"₹ 7,443"
5776,Air India,12/01/2023,Bengaluru,New Delhi,17:10,20:00,Non stop,02 h 50 m,"₹ 7,443"
5777,Vistara,12/01/2023,Bengaluru,New Delhi,18:45,21:25,Non stop,02 h 40 m,"₹ 7,443"
5778,Air India,12/01/2023,Bengaluru,New Delhi,19:20,22:20,Non stop,03 h,"₹ 7,443"
5779,IndiGo,12/01/2023,Bengaluru,New Delhi,09:50,12:40,Non stop,02 h 50 m,"₹ 7,457"
5780,IndiGo,12/01/2023,Bengaluru,New Delhi,12:00,14:50,Non stop,02 h 50 m,"₹ 7,457"
5781,IndiGo,12/01/2023,Bengaluru,New Delhi,13:45,16:45,Non stop,03 h,"₹ 7,457"
5782,AirAsia,12/01/2023,Bengaluru,New Delhi,03:30,08:55,1 stop via Pune,05 h 25 m,"₹ 8,051"
5783,IndiGo,12/01/2023,Bengaluru,New Delhi,08:00,10:55,Non stop,02 h 55 m,"₹ 8,297"
5784,Vistara,12/01/2023,Bengaluru,New Delhi,08:00,10:35,Non stop,02 h 35 m,"₹ 8,493"
5785,Vistara,12/01/2023,Bengaluru,New Delhi,17:50,20:30,Non stop,02 h 40 m,"₹ 8,493"
5786,Go First,12/01/2023,Bengaluru,New Delhi,21:25,00:10,Non stop,02 h 45 m,"₹ 9,001"
5787,Vistara,12/01/2023,Bengaluru,New Delhi,19:40,22:20,Non stop,02 h 40 m,"₹ 10,593"
5788,Vistara,12/01/2023,Bengaluru,New Delhi,21:10,23:45,Non stop,02 h 35 m,"₹ 10,593"
5789,Go First,12/01/2023,Bengaluru,New Delhi,15:50,20:20,1 stop via Goa,04 h 30 m,"₹ 11,097"
5790,Vistara,12/01/2023,Bengaluru,New Delhi,11:30,14:10,Non stop,02 h 40 m,"₹ 15,843"
5791,Go First,12/01/2023,Bengaluru,New Delhi,06:20,09:00,Non stop,02 h 40 m,"₹ 16,609"
5792,IndiGo,13/01/2023,Bengaluru,New Delhi,23:20,02:10,Non stop,02 h 50 m,"₹ 5,567"
5793,AirAsia,13/01/2023,Bengaluru,New Delhi,06:50,22:15,1 stop via Lucknow,15 h 25 m,"₹ 5,657"
5794,AirAsia,13/01/2023,Bengaluru,New Delhi,18:45,00:35,1 stop via Lucknow,05 h 50 m,"₹ 5,657"
5795,IndiGo,13/01/2023,Bengaluru,New Delhi,20:40,23:35,Non stop,02 h 55 m,"₹ 5,659"
5796,IndiGo,13/01/2023,Bengaluru,New Delhi,22:00,01:00,Non stop,03 h,"₹ 5,659"
5797,IndiGo,13/01/2023,Bengaluru,New Delhi,02:45,09:45,1 stop via Pune,07 h,"₹ 5,659"
5798,Akasa Air,13/01/2023,Bengaluru,New Delhi,15:40,18:25,Non stop,02 h 45 m,"₹ 5,756"
5799,IndiGo,13/01/2023,Bengaluru,New Delhi,18:00,20:50,Non stop,02 h 50 m,"₹ 5,777"
5800,IndiGo,13/01/2023,Bengaluru,New Delhi,16:50,19:45,Non stop,02 h 55 m,"₹ 5,987"
5801,AirAsia,13/01/2023,Bengaluru,New Delhi,17:55,20:45,Non stop,02 h 50 m,"₹ 6,068"
5802,Air India,13/01/2023,Bengaluru,New Delhi,21:00,00:10,Non stop,03 h 10 m,"₹ 6,603"
5803,IndiGo,13/01/2023,Bengaluru,New Delhi,05:35,08:25,Non stop,02 h 50 m,"₹ 6,617"
5804,IndiGo,13/01/2023,Bengaluru,New Delhi,19:15,22:10,Non stop,02 h 55 m,"₹ 6,617"
5805,AirAsia,13/01/2023,Bengaluru,New Delhi,06:05,08:55,Non stop,02 h 50 m,"₹ 6,813"
5806,AirAsia,13/01/2023,Bengaluru,New Delhi,11:30,14:20,Non stop,02 h 50 m,"₹ 6,813"
5807,AirAsia,13/01/2023,Bengaluru,New Delhi,19:50,22:50,Non stop,03 h,"₹ 6,813"
5808,SpiceJet,13/01/2023,Bengaluru,New Delhi,05:55,08:35,Non stop,02 h 40 m,"₹ 7,105"
5809,SpiceJet,13/01/2023,Bengaluru,New Delhi,17:20,19:30,Non stop,02 h 10 m,"₹ 7,105"
5810,AirAsia,13/01/2023,Bengaluru,New Delhi,03:30,08:55,1 stop via Pune,05 h 25 m,"₹ 7,142"
5811,IndiGo,13/01/2023,Bengaluru,New Delhi,15:25,18:25,Non stop,03 h,"₹ 7,339"
5812,Vistara,13/01/2023,Bengaluru,New Delhi,09:45,12:40,Non stop,02 h 55 m,"₹ 7,443"
5813,Air India,13/01/2023,Bengaluru,New Delhi,15:00,18:00,Non stop,03 h,"₹ 7,443"
5814,Air India,13/01/2023,Bengaluru,New Delhi,17:10,20:00,Non stop,02 h 50 m,"₹ 7,443"
5815,Vistara,13/01/2023,Bengaluru,New Delhi,18:45,21:25,Non stop,02 h 40 m,"₹ 7,443"
5816,IndiGo,13/01/2023,Bengaluru,New Delhi,04:25,07:15,Non stop,02 h 50 m,"₹ 7,457"
5817,IndiGo,13/01/2023,Bengaluru,New Delhi,12:00,14:50,Non stop,02 h 50 m,"₹ 7,457"
5818,IndiGo,13/01/2023,Bengaluru,New Delhi,13:45,16:45,Non stop,03 h,"₹ 7,457"
5819,Go First,13/01/2023,Bengaluru,New Delhi,16:40,23:10,1 stop via Pune,06 h 30 m,"₹ 7,500"
5820,AirAsia,13/01/2023,Bengaluru,New Delhi,22:40,01:25,Non stop,02 h 45 m,"₹ 7,653"
5821,SpiceJet,13/01/2023,Bengaluru,New Delhi,19:30,22:15,Non stop,02 h 45 m,"₹ 7,683"
5822,IndiGo,13/01/2023,Bengaluru,New Delhi,07:00,09:50,Non stop,02 h 50 m,"₹ 7,700"
5823,AirAsia,13/01/2023,Bengaluru,New Delhi,15:00,20:45,1 stop via Visakhapatnam,05 h 45 m,"₹ 8,051"
5824,IndiGo,13/01/2023,Bengaluru,New Delhi,08:00,10:55,Non stop,02 h 55 m,"₹ 8,297"
5825,IndiGo,13/01/2023,Bengaluru,New Delhi,09:50,12:40,Non stop,02 h 50 m,"₹ 8,297"
5826,Air India,13/01/2023,Bengaluru,New Delhi,05:45,08:45,Non stop,03 h,"₹ 8,493"
5827,Air India,13/01/2023,Bengaluru,New Delhi,11:45,14:45,Non stop,03 h,"₹ 8,493"
5828,Air India,13/01/2023,Bengaluru,New Delhi,13:15,15:55,Non stop,02 h 40 m,"₹ 8,493"
5829,Air India,13/01/2023,Bengaluru,New Delhi,19:20,22:20,Non stop,03 h,"₹ 8,493"
5830,Air India,13/01/2023,Bengaluru,New Delhi,13:00,18:40,1 stop via Chennai,05 h 40 m,"₹ 8,493"
5831,IndiGo,13/01/2023,Bengaluru,New Delhi,18:50,00:05,1 stop via Hyderabad,05 h 15 m,"₹ 8,625"
5832,Vistara,13/01/2023,Bengaluru,New Delhi,07:00,09:40,Non stop,02 h 40 m,"₹ 10,593"
5833,Vistara,13/01/2023,Bengaluru,New Delhi,08:00,10:35,Non stop,02 h 35 m,"₹ 10,593"
5834,Vistara,13/01/2023,Bengaluru,New Delhi,11:30,14:10,Non stop,02 h 40 m,"₹ 10,593"
5835,Vistara,13/01/2023,Bengaluru,New Delhi,17:50,20:30,Non stop,02 h 40 m,"₹ 10,593"
5836,Vistara,13/01/2023,Bengaluru,New Delhi,19:40,22:20,Non stop,02 h 40 m,"₹ 10,593"
5837,Vistara,13/01/2023,Bengaluru,New Delhi,21:10,23:45,Non stop,02 h 35 m,"₹ 10,593"
5838,Go First,13/01/2023,Bengaluru,New Delhi,21:25,00:10,Non stop,02 h 45 m,"₹ 11,901"
5839,Go First,13/01/2023,Bengaluru,New Delhi,15:50,20:20,1 stop via Goa,04 h 30 m,"₹ 12,043"
5840,Go First,13/01/2023,Bengaluru,New Delhi,06:20,09:00,Non stop,02 h 40 m,"₹ 16,609"
